,name,ran_successfully,runtime,start_mem,max_mem,mode,commit_hash,datetime,fname
136,composite_bo_with_hogp,True,48.79094246599999,117.0390625,1192.66796875,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
137,composite_mtbo,True,59.75450909899996,117.0390625,645.6484375,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
138,constrained_multi_objective_bo,True,14.451047878000054,117.0390625,566.6953125,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
139,custom_acquisition,True,25.00461095000003,117.0390625,917.44921875,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
140,custom_botorch_model_in_ax,True,7.68243324499997,117.73828125,989.8671875,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
141,discrete_multi_fidelity_bo,True,48.76967893200003,117.96484375,577.92578125,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
142,fit_model_with_torch_optimizer,True,4.003865609999934,118.0234375,554.0234375,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
143,information_theoretic_acquisition_functions,True,198.47709382900007,119.984375,1722.0625,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
144,max_value_entropy,True,10.795726368000032,119.984375,872.453125,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
145,meta_learning_with_rgpe,True,4.606195709000076,120.1484375,570.26953125,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
146,multi_fidelity_bo,True,17.972295809000002,120.1484375,567.5546875,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
147,multi_objective_bo,True,18.41380914000001,120.1484375,577.69140625,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
148,one_shot_kg,True,6.764312055999994,120.1484375,543.98828125,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
149,optimize_stochastic,True,3.5979535010000063,120.1484375,547.53515625,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
150,optimize_with_cmaes,True,4.953701056999989,120.1484375,556.01171875,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
151,risk_averse_bo_with_environmental_variables,True,6.954919891000031,120.1484375,598.03125,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
152,risk_averse_bo_with_input_perturbations,True,4.395521262999978,120.28515625,722.75,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
153,robust_multi_objective_bo,True,3.745728215999975,121.63671875,567.0390625,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
154,thompson_sampling,True,21.237802958999964,122.59765625,1119.33984375,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
155,turbo_1,True,85.80482589600001,122.84765625,700.92578125,smoke-test,7e9fb1b8,2023-02-24 03:57:39.084018,smoke-test_7e9fb1b8_2023-02-24 03:57:39.084018.csv
156,GIBBON_for_efficient_batch_entropy_search,True,13.243346868999993,113.94921875,634.46875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
157,Multi_objective_multi_fidelity_BO,True,45.39113932800001,115.6640625,598.13671875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
158,batch_mode_cross_validation,True,3.447573904999956,116.4140625,554.9609375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
159,bo_with_warped_gp,True,13.017335699,117.34375,570.484375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
160,closed_loop_botorch_only,True,16.717340466999985,117.34375,557.359375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
161,compare_mc_analytic_acquisition,True,4.225883003000035,117.34375,532.375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
162,composite_bo_with_hogp,True,42.88698663100001,117.34375,1105.5234375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
163,composite_mtbo,True,56.98864506000001,117.34375,640.44921875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
164,constrained_multi_objective_bo,True,13.989053931000058,117.34375,568.84375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
165,custom_acquisition,True,25.274482129000035,117.34375,920.4375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
166,custom_botorch_model_in_ax,True,7.178588896000065,118.015625,990.7421875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
167,discrete_multi_fidelity_bo,True,51.37808830200004,118.015625,577.546875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
168,fit_model_with_torch_optimizer,True,3.6644364830000313,118.32421875,557.36328125,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
169,information_theoretic_acquisition_functions,True,183.54760716399997,120.02734375,1742.671875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
170,max_value_entropy,True,10.015163066000014,120.02734375,919.05859375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
171,meta_learning_with_rgpe,True,4.271583168000007,120.2421875,568.4765625,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
172,multi_fidelity_bo,True,16.59415174100002,120.2421875,568.671875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
173,multi_objective_bo,True,25.747793469000044,120.2421875,578.421875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
174,one_shot_kg,True,6.311590446000082,120.2421875,545.0546875,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
175,optimize_stochastic,True,3.4478328639999063,120.2421875,544.0703125,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
176,optimize_with_cmaes,True,4.336087859000031,120.2421875,556.19140625,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
177,risk_averse_bo_with_environmental_variables,True,6.826032579000071,120.2421875,599.53515625,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
178,risk_averse_bo_with_input_perturbations,True,3.916093206000028,120.3671875,735.00390625,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
179,robust_multi_objective_bo,True,3.3688806970000087,121.8125,566.65234375,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
180,thompson_sampling,True,17.52833512299992,123.0234375,1125.03515625,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
181,turbo_1,True,75.64781024600006,123.0234375,705.515625,smoke-test,587885de,2023-02-24 19:58:07.215365,smoke-test_587885de_2023-02-24 19:58:07.215365.csv
182,GIBBON_for_efficient_batch_entropy_search,True,14.43637509299998,114.453125,1182.296875,standard,590b6edd,2023-02-20 19:09:44.557008,standard_590b6edd_2023-02-20 19:09:44.557008.csv
183,GIBBON_for_efficient_batch_entropy_search,True,14.447796745000003,114.43359375,1194.1015625,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
184,batch_mode_cross_validation,True,3.0610707359999765,115.9375,554.62890625,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
185,bo_with_warped_gp,True,299.093532934,116.51171875,612.23828125,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
186,closed_loop_botorch_only,True,358.8337919229999,116.51171875,609.37109375,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
187,compare_mc_analytic_acquisition,True,3.587215683000068,117.01171875,531.16796875,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
188,constrained_multi_objective_bo,True,213.7670535100001,117.09765625,590.59765625,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
189,custom_acquisition,True,23.00711616400008,117.12890625,914.5546875,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
190,custom_botorch_model_in_ax,True,56.85764027899995,117.73046875,999.375,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
191,discrete_multi_fidelity_bo,True,355.6079819229999,117.73046875,1867.828125,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
192,fit_model_with_torch_optimizer,True,3.4773510539998824,117.859375,557.1015625,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
193,information_theoretic_acquisition_functions,True,166.1920011220002,119.23046875,1704.0234375,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
194,max_value_entropy,True,9.278883813999984,119.23046875,869.56640625,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
195,meta_learning_with_rgpe,True,35.06637197600003,119.40234375,606.22265625,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
196,multi_fidelity_bo,True,117.52888857899984,119.40234375,1563.9765625,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
197,multi_objective_bo,True,422.42092409399993,119.40234375,629.51171875,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
198,one_shot_kg,True,8.41497590500012,119.40234375,879.1171875,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
199,optimize_stochastic,True,3.106464569999844,119.40234375,542.484375,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
200,optimize_with_cmaes,True,4.2185324140000375,119.40234375,555.421875,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
201,risk_averse_bo_with_environmental_variables,True,145.59965821099968,119.40234375,1209.05859375,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
202,risk_averse_bo_with_input_perturbations,True,167.404814859,119.4453125,1231.0078125,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
203,robust_multi_objective_bo,True,80.8529247360002,120.5625,683.5546875,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
204,turbo_1,True,166.87367392099986,122.01953125,2248.1484375,standard,f0c1c81a,2023-02-20 23:09:50.566617,standard_f0c1c81a_2023-02-20 23:09:50.566617.csv
205,GIBBON_for_efficient_batch_entropy_search,True,14.36171561599997,114.3671875,1147.18359375,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
206,batch_mode_cross_validation,True,3.0321937499999763,115.859375,553.81640625,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
207,bo_with_warped_gp,True,295.668986326,116.45703125,613.8203125,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
208,closed_loop_botorch_only,True,400.004644202,116.45703125,600.984375,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
209,compare_mc_analytic_acquisition,True,3.1776153680000334,117.20703125,530.546875,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
210,constrained_multi_objective_bo,True,206.12518312700013,117.20703125,596.52734375,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
211,custom_acquisition,True,22.34321551399989,117.015625,917.203125,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
212,custom_botorch_model_in_ax,True,60.920851975000005,117.25,995.7890625,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
213,discrete_multi_fidelity_bo,True,329.50614318299995,117.25,1786.78125,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
214,fit_model_with_torch_optimizer,True,3.389158469999984,117.3828125,556.44140625,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
215,information_theoretic_acquisition_functions,True,166.0990308910002,119.25,1749.25,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
216,max_value_entropy,True,9.293563619999986,119.25,921.85546875,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
217,meta_learning_with_rgpe,True,34.98609156600014,119.5625,601.578125,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
218,multi_fidelity_bo,True,114.79659550399992,119.5625,1767.5,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
219,multi_objective_bo,True,378.42531513200015,119.5625,596.890625,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
220,one_shot_kg,True,14.567113753000283,119.5625,1146.38671875,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
221,optimize_stochastic,True,3.026043202999972,119.5625,543.8203125,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
222,optimize_with_cmaes,True,4.732736998999826,119.5625,554.8125,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
223,risk_averse_bo_with_environmental_variables,True,128.09069423899973,119.5625,1142.62890625,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
224,risk_averse_bo_with_input_perturbations,True,172.13282700599984,119.609375,1257.8984375,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
225,robust_multi_objective_bo,True,79.59467154799995,120.6796875,692.7421875,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
226,turbo_1,True,164.48933854000006,122.1328125,2214.703125,standard,e264019b,2023-02-21 16:16:45.682346,standard_e264019b_2023-02-21 16:16:45.682346.csv
227,GIBBON_for_efficient_batch_entropy_search,True,16.037349552000023,113.79296875,1175.28515625,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
228,batch_mode_cross_validation,True,3.292943062999996,115.421875,553.12109375,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
229,bo_with_warped_gp,True,309.160092856,116.2109375,613.89453125,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
230,closed_loop_botorch_only,True,408.71994330199993,116.2109375,605.98828125,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
231,compare_mc_analytic_acquisition,True,3.2672948869999345,116.75390625,530.1328125,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
232,constrained_multi_objective_bo,True,210.422345623,116.75390625,585.35546875,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
233,custom_acquisition,True,24.34417954100013,117.046875,917.046875,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
234,custom_botorch_model_in_ax,True,62.204473191000034,117.54296875,993.21484375,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
235,discrete_multi_fidelity_bo,True,439.281756329,117.54296875,1856.3359375,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
236,fit_model_with_torch_optimizer,True,3.613316700000041,117.58203125,556.9921875,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
237,information_theoretic_acquisition_functions,True,175.47006005000003,119.04296875,1754.85546875,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
238,max_value_entropy,True,9.798048569000002,119.04296875,945.0859375,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
239,meta_learning_with_rgpe,True,37.68150959100012,119.296875,606.65625,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
240,multi_fidelity_bo,True,117.90748987500024,119.296875,1987.4765625,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
241,multi_objective_bo,True,426.70623462,119.296875,616.97265625,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
242,one_shot_kg,True,16.96432264499981,119.296875,1279.4765625,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
243,optimize_stochastic,True,3.2393715860002885,119.296875,542.40234375,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
244,optimize_with_cmaes,True,3.998954894000235,119.296875,555.01171875,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
245,risk_averse_bo_with_environmental_variables,True,221.00908409300015,119.296875,1235.84765625,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
246,risk_averse_bo_with_input_perturbations,True,189.55274371600035,119.296875,1286.9375,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
247,robust_multi_objective_bo,True,87.10795334500017,120.76953125,679.2734375,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
248,turbo_1,True,181.31103860200028,122.26953125,2299.4453125,standard,e264019b,2023-02-21 17:22:25.643104,standard_e264019b_2023-02-21 17:22:25.643104.csv
249,GIBBON_for_efficient_batch_entropy_search,True,21.346645607000028,113.73046875,1190.6796875,standard,bacd8427,2023-02-21 18:31:22.638945,standard_bacd8427_2023-02-21 18:31:22.638945.csv
250,GIBBON_for_efficient_batch_entropy_search,True,16.21772448599998,113.39453125,1191.9375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
251,batch_mode_cross_validation,True,3.281084824999993,115.41796875,553.2734375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
252,bo_with_warped_gp,True,318.808226072,116.421875,615.2578125,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
253,closed_loop_botorch_only,True,463.865712114,116.421875,603.26171875,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
254,compare_mc_analytic_acquisition,True,3.717706996999937,116.7265625,530.0234375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
255,constrained_multi_objective_bo,True,198.7484845560001,116.734375,592.8671875,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
256,custom_acquisition,True,23.54898943099988,117.05078125,914.5859375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
257,custom_botorch_model_in_ax,True,70.20096329400008,117.640625,1000.1640625,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
258,discrete_multi_fidelity_bo,True,386.836694851,117.640625,1786.88671875,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
259,fit_model_with_torch_optimizer,True,3.706676330999926,117.6953125,557.34375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
260,information_theoretic_acquisition_functions,True,179.56941247200007,119.140625,1718.06640625,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
261,max_value_entropy,True,9.889415241999814,119.140625,1022.8828125,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
262,meta_learning_with_rgpe,True,37.310306572999934,119.3125,604.71484375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
263,multi_fidelity_bo,True,125.86994886899993,119.3125,1767.1640625,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
264,multi_objective_bo,True,457.431701862,119.3125,613.484375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
265,one_shot_kg,True,16.04476029699981,119.3125,1036.41796875,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
266,optimize_stochastic,True,3.3679716449996704,119.3125,543.109375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
267,optimize_with_cmaes,True,4.921162497000296,119.3125,555.77734375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
268,risk_averse_bo_with_environmental_variables,True,178.90250241500007,119.3125,1140.55859375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
269,risk_averse_bo_with_input_perturbations,True,219.99096324499988,119.3125,1505.56640625,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
270,robust_multi_objective_bo,True,88.73014169099997,120.6953125,681.3671875,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
271,turbo_1,True,180.66268645299988,122.1953125,2243.734375,standard,8db9c7bb,2023-02-22 11:27:35.873986,standard_8db9c7bb_2023-02-22 11:27:35.873986.csv
272,GIBBON_for_efficient_batch_entropy_search,True,18.01616778000005,113.66015625,1192.33984375,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
273,batch_mode_cross_validation,True,3.0224887580000086,115.546875,551.921875,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
274,bo_with_warped_gp,True,302.342054657,116.296875,614.94921875,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
275,closed_loop_botorch_only,True,427.0831207619999,116.296875,599.9140625,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
276,compare_mc_analytic_acquisition,True,4.174433174999876,116.83984375,530.45703125,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
277,constrained_multi_objective_bo,True,194.005097174,116.8515625,586.546875,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
278,custom_acquisition,True,22.641570194999986,117.12890625,914.390625,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
279,custom_botorch_model_in_ax,True,65.79442339599996,117.71484375,992.5234375,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
280,discrete_multi_fidelity_bo,True,404.110180532,117.71484375,1843.2421875,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
281,fit_model_with_torch_optimizer,True,3.423364768000056,117.73828125,556.4296875,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
282,information_theoretic_acquisition_functions,True,171.66666589600004,119.21484375,1725.18359375,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
283,max_value_entropy,True,9.491111987000068,119.21484375,949.95703125,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
284,meta_learning_with_rgpe,True,35.76298851899992,119.3984375,604.328125,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
285,multi_fidelity_bo,True,116.90407836600002,119.3984375,1532.484375,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
286,multi_objective_bo,True,425.42152474800014,119.3984375,622.296875,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
287,one_shot_kg,True,12.064708354000231,119.3984375,1236.421875,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
288,optimize_stochastic,True,3.212212844000078,119.3984375,543.12109375,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
